leiden_r06,x_aligned,y_aligned,CD274
CAF,689.5180053710938,263.05828857421875,0.0
CAF,701.1919555664062,248.39015197753906,0.0
CAF,734.4157104492188,256.5968017578125,0.0
CAF,745.560302734375,258.8831787109375,0.0
CAF,733.5776977539062,258.0470886230469,0.0
CAF,699.5389404296875,235.8203582763672,0.0
CAF,759.7771606445312,241.0390319824219,0.0
CAF,757.9542236328125,237.5005340576172,0.0
CAF,712.6527709960938,276.70166015625,0.0
CAF,841.7750244140625,285.55023193359375,0.0
CAF,786.5405883789062,245.7617492675781,0.0
CAF,809.9652709960938,254.4200439453125,0.0
CAF,805.8655395507812,252.1239929199219,0.0
CAF,791.917236328125,247.5445098876953,0.0
CAF,806.1616821289062,247.0352478027344,0.0
CAF,838.84716796875,259.3752746582031,0.0
CAF,826.8062133789062,256.29473876953125,0.0
CAF,830.0404663085938,259.6387634277344,0.0
CAF,821.0149536132812,268.1861572265625,0.0
CAF,828.3985595703125,261.025634765625,0.0
CAF,843.3048706054688,265.53692626953125,0.0
CAF,844.5426025390625,262.9156188964844,0.0
CAF,855.0880126953125,233.0705108642578,0.0
CAF,818.5701293945312,253.67774963378906,0.0
CAF,779.3829345703125,275.211181640625,0.0
CAF,802.4805908203125,266.740234375,0.0
CAF,814.9987182617188,264.62554931640625,0.0
CAF,805.9953002929688,259.37359619140625,0.0
CAF,799.6376953125,273.62677001953125,0.0
CAF,785.087890625,269.2188415527344,0.0
CAF,787.8796997070312,253.2129821777344,0.0
CAF,771.6843872070312,250.6066131591797,2.146267
CAF,757.2200317382812,251.05467224121094,0.0
CAF,761.90380859375,258.56048583984375,0.0
CAF,695.6234130859375,337.5263366699219,0.0
CAF,698.8267822265625,342.1145324707031,0.0
CAF,691.2537841796875,327.7864074707031,0.0
CAF,695.46728515625,306.65789794921875,0.0
CAF,707.6041870117188,335.6308288574219,0.0
CAF,706.145751953125,296.5680236816406,2.7749355
CAF,949.8309326171875,484.72943115234375,0.0
CAF,933.5556640625,485.4013671875,0.0
